51081.354312 r 19.907 0.022
51081.355145 i 19.647 0.026
51081.355979 u 20.061 0.049
51081.356812 z 19.660 0.103
51081.357645 g 19.923 0.017
51819.425444 r 19.867 0.021
51819.426277 i 19.681 0.024
#51819.427111 u -99.000 0.052
51819.427944 z 19.688 0.098
51819.428777 g 19.825 0.017
52225.250141 r 20.037 0.024
52225.250974 i 19.827 0.025
#52225.251808 u -99.000 0.050
52225.252641 z 19.693 0.089
52225.253474 g 19.973 0.017
52288.084561 r 20.062 0.026
52288.085394 i 19.809 0.026
52288.086228 u 20.310 0.060
52288.087061 z 19.819 0.105
52288.087894 g 20.085 0.019
52551.357854 r 20.415 0.033
52551.358687 i 20.047 0.034
52551.359521 u 20.574 0.078
52551.360354 z 19.783 0.110
52551.361187 g 20.380 0.028
52558.390728 r 20.396 0.025
52558.391561 i 19.981 0.024
52558.392395 u 20.466 0.059
52558.393228 z 19.978 0.098
52558.394061 g 20.404 0.021
52576.223778 r 20.366 0.027
52576.224611 i 20.037 0.027
52576.225445 u 20.554 0.061
52576.226278 z 19.847 0.096
52576.227111 g 20.426 0.021
52577.278235 r 20.370 0.029
52577.279068 i 20.072 0.031
52577.279902 u 20.522 0.068
52577.280735 z 19.825 0.098
52577.281568 g 20.409 0.022
52585.225311 r 20.369 0.035
52585.226144 i 20.065 0.044
52585.226978 u 20.577 0.079
52585.227811 z 20.021 0.198
52585.228644 g 20.351 0.023
52910.362191 r 20.645 0.033
52910.363024 i 20.261 0.034
52910.363858 u 20.828 0.097
52910.364691 z 19.929 0.131
52910.365524 g 20.635 0.029
52935.289359 r 20.712 0.042
52935.290192 i 20.274 0.040
52935.291026 u 20.759 0.085
52935.291859 z 20.004 0.157
52935.292692 g 20.729 0.030
52963.212434 r 20.658 0.031
52963.213267 i 20.315 0.033
52963.214101 u 20.964 0.082
52963.214934 z 20.181 0.117
52963.215767 g 20.796 0.027
52971.203349 r 20.704 0.038
52971.204182 i 20.307 0.037
52971.205016 u 20.767 0.087
52971.205849 z 20.143 0.134
52971.206682 g 20.817 0.030
53351.134739 r 20.496 0.034
53351.135572 i 20.126 0.035
53351.136406 u 20.731 0.077
53351.137239 z 19.971 0.135
53351.138072 g 20.458 0.022
53622.391793 r 20.673 0.038
53622.392626 i 20.263 0.042
53622.393460 u 20.772 0.109
53622.394293 z 20.260 0.202
53622.395126 g 20.602 0.029
53638.382600 r 20.565 0.033
53638.383433 i 20.200 0.033
53638.384267 u 20.616 0.088
53638.385100 z 20.010 0.123
53638.385933 g 20.650 0.031
53640.346636 r 20.640 0.037
53640.347469 i 20.358 0.044
53640.348303 u 20.829 0.106
53640.349136 z 19.967 0.120
53640.349969 g 20.700 0.030
53646.408045 r 20.610 0.054
53646.408878 i 20.233 0.049
#53646.409712 u -99.000 0.256
#53646.410545 z -99.000 0.183
#53646.411378 g -99.000 0.101
53655.318808 r 20.611 0.041
53655.319641 i 20.146 0.039
53655.320475 u 20.736 0.095
53655.321308 z 20.021 0.150
53655.322141 g 20.628 0.027
53665.408402 r 20.553 0.051
53665.409235 i 20.251 0.048
53665.410069 u 20.830 0.196
53665.410902 z 19.965 0.147
53665.411735 g 20.594 0.054
53669.303009 r 20.597 0.034
53669.303842 i 20.254 0.035
53669.304676 u 20.749 0.083
53669.305509 z 20.055 0.121
53669.306342 g 20.575 0.025
53671.387767 r 20.561 0.046
53671.388600 i 20.200 0.044
#53671.389434 u -99.000 0.141
53671.390267 z 19.982 0.155
53671.391100 g 20.587 0.033
53674.287245 r 20.596 0.044
53674.288078 i 20.235 0.047
53674.288912 u 20.673 0.108
53674.289745 z 20.408 0.224
53674.290578 g 20.611 0.031
53676.376711 r 20.618 0.036
53676.377544 i 20.261 0.039
53676.378378 u 20.777 0.126
53676.379211 z 20.084 0.140
53676.380044 g 20.638 0.029
53679.348608 r 20.571 0.058
53679.349441 i 20.372 0.060
#53679.350275 u -99.000 0.130
#53679.351108 z -99.000 0.197
53679.351941 g 20.612 0.033
53681.340121 r 20.641 0.035
53681.340954 i 20.212 0.033
53681.341788 u 20.785 0.100
53681.342621 z 20.176 0.155
53681.343454 g 20.661 0.028
53684.301614 r 20.471 0.079
53684.302447 i 20.138 0.079
53684.303281 u 20.420 0.129
53684.304114 z 20.383 0.299
53684.304947 g 20.517 0.044
53685.299177 r 20.458 0.048
53685.300010 i 20.234 0.045
53685.300844 u 20.675 0.127
53685.301677 z 19.975 0.114
53685.302510 g 20.814 0.063
53697.297146 r 20.626 0.049
53697.297979 i 20.254 0.045
53697.298813 u 20.681 0.116
53697.299646 z 19.899 0.114
53697.300479 g 20.710 0.042
53700.296102 r 20.610 0.053
53700.296935 i 20.286 0.058
53700.297769 u 20.676 0.134
53700.298602 z 19.688 0.146
53700.299435 g 20.588 0.034
53705.282773 r 20.599 0.034
53705.283606 i 20.227 0.033
53705.284440 u 20.918 0.109
53705.285273 z 20.193 0.150
53705.286106 g 20.667 0.028
53975.367776 r 20.467 0.029
53975.368609 i 20.059 0.030
53975.369442 u 20.653 0.070
53975.370276 z 20.167 0.123
53975.371109 g 20.398 0.024
#53990.380821 r -99.000 0.055
53990.381654 i 20.143 0.048
53990.382488 u 20.521 0.174
53990.383321 z 20.170 0.171
53990.384154 g 20.439 0.054
53994.390771 r 20.406 0.030
53994.391605 i 20.092 0.033
53994.392438 u 20.618 0.075
53994.393271 z 20.167 0.132
53994.394105 g 20.426 0.028
53996.374510 r 20.432 0.040
53996.375343 i 20.151 0.035
53996.376177 u 20.507 0.072
53996.377010 z 20.316 0.177
53996.377843 g 20.408 0.028
54005.387680 r 20.474 0.028
54005.388513 i 20.177 0.026
54005.389346 u 20.537 0.055
54005.390180 z 19.997 0.084
54005.391013 g 20.423 0.023
54010.328616 r 20.435 0.025
54010.329450 i 20.116 0.025
54010.330283 u 20.656 0.065
54010.331116 z 20.125 0.096
54010.331950 g 20.369 0.023
54012.321483 r 20.415 0.044
54012.322317 i 20.169 0.044
#54012.323150 u -99.000 0.142
54012.323983 z 20.107 0.135
54012.324817 g 20.430 0.049
54020.327669 r 20.471 0.052
54020.328502 i 20.136 0.046
#54020.329335 u -99.000 0.111
54020.330169 z 19.834 0.127
54020.331002 g 20.436 0.035
54024.409179 r 20.365 0.046
54024.410012 i 20.119 0.054
54024.410846 u 20.422 0.131
54024.411679 z 20.714 0.407
54024.412512 g 20.454 0.038
54028.397341 r 20.421 0.038
54028.398174 i 20.199 0.044
#54028.399008 u -99.000 0.090
54028.399841 z 20.161 0.151
54028.400674 g 20.389 0.032
54030.321040 r 20.397 0.025
54030.321874 i 20.143 0.030
54030.322707 u 20.454 0.056
54030.323540 z 19.960 0.094
54030.324374 g 20.413 0.024
54035.396757 r 20.403 0.050
54035.397590 i 20.131 0.066
54035.398424 u 20.399 0.112
54035.399257 z 19.836 0.177
54035.400090 g 20.366 0.028
54037.302245 r 20.451 0.025
54037.303078 i 20.116 0.024
54037.303912 u 20.444 0.052
54037.304745 z 20.202 0.111
54037.305578 g 20.416 0.025
54040.316738 r 20.445 0.045
54040.317571 i 20.105 0.036
54040.318405 u 20.589 0.108
54040.319238 z 19.958 0.117
54040.320071 g 20.413 0.042
54049.343364 r 20.431 0.051
54049.344198 i 20.210 0.052
54049.345031 u 20.567 0.167
54049.345864 z 20.155 0.200
54049.346698 g 20.402 0.056
54053.307580 r 20.488 0.033
54053.308414 i 20.128 0.036
54053.309247 u 20.597 0.079
54053.310080 z 19.942 0.128
54053.310914 g 20.454 0.032
54056.309382 r 20.516 0.039
54056.310215 i 20.154 0.041
54056.311049 u 20.610 0.113
54056.311882 z 20.165 0.190
54056.312715 g 20.452 0.038
54059.303683 r 20.349 0.044
54059.304516 i 20.165 0.049
