51081.357755 r 17.036 0.005
51081.358588 i 16.972 0.005
51081.359422 u 18.444 0.017
51081.360255 z 16.955 0.013
51081.361088 g 17.232 0.005
51819.428847 r 17.045 0.005
51819.429680 i 16.973 0.005
51819.430514 u 18.410 0.019
51819.431347 z 16.962 0.014
51819.432180 g 17.223 0.005
52225.253535 r 17.142 0.005
52225.254368 i 17.031 0.006
52225.255202 u 18.596 0.019
52225.256035 z 16.991 0.012
52225.256868 g 17.400 0.005
52288.087956 r 17.144 0.007
52288.088789 i 17.038 0.007
52288.089623 u 18.617 0.019
52288.090456 z 17.023 0.014
52288.091289 g 17.397 0.006
52551.361248 r 17.061 0.005
52551.362081 i 16.980 0.005
52551.362915 u 18.435 0.018
52551.363748 z 16.983 0.013
52551.364581 g 17.245 0.004
52558.394123 r 17.100 0.006
52558.394956 i 16.992 0.006
52558.395790 u 18.571 0.019
52558.396623 z 16.975 0.012
52558.397456 g 17.348 0.005
52576.227174 r 17.136 0.005
52576.228007 i 17.033 0.006
52576.228841 u 18.625 0.019
52576.229674 z 16.992 0.012
52576.230507 g 17.392 0.005
52577.281631 r 17.077 0.005
52577.282464 i 17.009 0.005
52577.283298 u 18.519 0.017
52577.284131 z 17.007 0.012
52577.284964 g 17.280 0.005
52585.228707 r 17.196 0.005
52585.229540 i 17.065 0.006
52585.230374 u 18.683 0.019
52585.231207 z 17.024 0.015
52585.232040 g 17.460 0.005
52910.365586 r 17.213 0.005
52910.366419 i 17.120 0.005
52910.367253 u 18.681 0.021
52910.368086 z 17.090 0.013
52910.368919 g 17.464 0.005
52935.292755 r 17.090 0.005
52935.293588 i 16.991 0.006
52935.294422 u 18.540 0.019
52935.295255 z 16.981 0.013
52935.296088 g 17.338 0.005
52963.215829 r 17.040 0.006
52963.216662 i 16.969 0.006
52963.217496 u 18.470 0.017
52963.218329 z 16.958 0.011
52963.219162 g 17.263 0.005
52971.206745 r 17.134 0.005
52971.207578 i 17.046 0.005
52971.208412 u 18.558 0.019
52971.209245 z 17.030 0.013
52971.210078 g 17.351 0.005
53351.138134 r 17.107 0.005
53351.138967 i 17.014 0.006
53351.139801 u 18.579 0.020
53351.140634 z 17.003 0.013
53351.141467 g 17.349 0.005
53622.395188 r 17.204 0.005
53622.396021 i 17.100 0.005
#53622.396855 u -99.000 0.025
53622.397688 z 17.051 0.014
53622.398521 g 17.476 0.005
53634.344660 r 17.021 0.007
#53634.345493 i -99.000 0.007
53634.346327 u 18.437 0.038
#53634.347160 z -99.000 0.015
#53634.347993 g -99.000 0.006
53638.385995 r 17.043 0.005
53638.386828 i 16.981 0.006
53638.387662 u 18.462 0.021
53638.388495 z 16.976 0.012
53638.389328 g 17.236 0.005
53640.350031 r 17.127 0.005
53640.350864 i 17.043 0.006
53640.351698 u 18.511 0.021
53640.352531 z 17.003 0.013
53640.353364 g 17.345 0.005
#53646.411441 r -99.000 0.011
