51467.296923 r 16.725 0.004
51467.297756 i 16.706 0.005
51467.298590 u 18.168 0.020
51467.299423 z 16.626 0.011
51467.300256 g 16.906 0.004
51819.272928 r 17.051 0.007
51819.273761 i 17.077 0.007
51819.274595 u 18.544 0.020
51819.275428 z 16.936 0.013
51819.276261 g 17.312 0.006
52172.288499 r 16.821 0.005
52172.289332 i 16.733 0.005
52172.290166 u 18.248 0.016
52172.290999 z 16.712 0.010
52172.291832 g 17.054 0.005
52172.338664 r 16.880 0.005
52172.339497 i 16.781 0.005
52172.340331 u 18.763 0.023
52172.341164 z 16.775 0.011
52172.341997 g 17.135 0.005
52558.238186 r 17.102 0.005
52558.239019 i 16.992 0.005
52558.239853 u 18.565 0.019
52558.240686 z 16.960 0.011
52558.241519 g 17.348 0.005
52577.125681 r 17.087 0.005
52577.126514 i 16.923 0.005
52577.127348 u 18.568 0.018
52577.128181 z 16.859 0.012
52577.129014 g 17.384 0.005
52586.129159 r 17.042 0.005
52586.129992 i 16.924 0.005
52586.130826 u 18.488 0.017
52586.131659 z 16.873 0.012
52586.132492 g 17.308 0.004
52931.139843 r 16.422 0.004
52931.140676 i 16.445 0.005
52931.141510 u 17.736 0.011
52931.142343 z 16.448 0.008
52931.143176 g 16.485 0.004
52935.136806 r 16.423 0.004
52935.137639 i 16.438 0.004
52935.138473 u 17.750 0.012
52935.139306 z 16.435 0.009
52935.140139 g 16.472 0.004
53313.130008 r 16.924 0.004
53313.130841 i 16.819 0.005
53313.131675 u 18.399 0.017
53313.132508 z 16.815 0.011
53313.133341 g 17.171 0.004
53622.239254 r 16.957 0.004
53622.240087 i 16.898 0.005
53622.240921 u 18.481 0.024
53622.241754 z 16.797 0.012
53622.242587 g 17.230 0.005
53625.235219 r 16.912 0.005
53625.236052 i 16.807 0.005
53625.236886 u 18.358 0.017
53625.237719 z 16.754 0.010
53625.238552 g 17.170 0.005
53634.188724 r 16.826 0.005
53634.189557 i 16.772 0.006
53634.190391 u 18.204 0.034
#53634.191224 z -99.000 0.014
53634.192057 g 17.031 0.006
53636.194256 r 16.771 0.005
53636.195089 i 16.695 0.005
53636.195923 u 18.187 0.017
53636.196756 z 16.684 0.010
53636.197589 g 16.977 0.005
53655.166260 r 16.625 0.004
53655.167093 i 16.600 0.005
53655.167927 u 17.997 0.020
53655.168760 z 16.554 0.010
53655.169593 g 16.778 0.004
53664.191219 r 16.683 0.004
53664.192052 i 16.647 0.005
53664.192886 u 18.083 0.020
53664.193719 z 16.613 0.011
53664.194552 g 16.863 0.004
53666.154821 r 16.569 0.004
53666.155654 i 16.539 0.005
53666.156488 u 17.957 0.013
53666.157321 z 16.527 0.009
