51075.374952 r 17.703 0.006
51075.375785 i 17.753 0.007
#51075.376619 u -99.000 0.019
51075.377452 z 17.799 0.022
#51075.378285 g -99.000 0.005
51818.344638 r 18.176 0.009
51818.345471 i 18.085 0.011
51818.346305 u 19.673 0.036
51818.347138 z 18.317 0.030
51818.347971 g 18.428 0.009
52170.395604 r 17.859 0.007
52170.396437 i 17.854 0.008
52170.397271 u 19.179 0.025
52170.398104 z 17.899 0.020
52170.398937 g 17.964 0.006
52173.309028 r 17.805 0.008
52173.309861 i 17.810 0.010
52173.310695 u 18.843 0.024
52173.311528 z 17.823 0.025
52173.312361 g 17.642 0.006
52196.394129 r 18.218 0.008
52196.394962 i 18.124 0.009
52196.395796 u 19.731 0.039
52196.396629 z 18.171 0.030
52196.397462 g 18.467 0.007
52207.360984 r 17.965 0.007
52207.361817 i 17.938 0.008
52207.362651 u 19.302 0.029
52207.363484 z 17.965 0.021
52207.364317 g 18.149 0.007
52224.289130 r 18.335 0.008
52224.289963 i 18.251 0.009
52224.290797 u 19.727 0.035
52224.291630 z 18.266 0.025
52224.292463 g 18.597 0.008
52231.274534 r 18.266 0.008
52231.275367 i 18.164 0.009
52231.276201 u 19.724 0.035
52231.277034 z 18.661 0.033
52231.277867 g 18.559 0.008
52234.245624 r 18.155 0.008
52234.246457 i 18.086 0.008
52234.247291 u 19.536 0.030
52234.248124 z 18.088 0.020
52234.248957 g 18.394 0.007
52261.208980 r 18.314 0.008
52261.209813 i 18.212 0.009
52261.210647 u 19.707 0.038
52261.211480 z 18.166 0.026
#52261.212313 g -99.000 0.008
52282.135609 r 17.728 0.006
52282.136442 i 17.759 0.007
52282.137276 u 19.029 0.025
52282.138109 z 17.802 0.024
52282.138942 g 17.724 0.005
52287.089471 r 18.145 0.009
52287.090304 i 18.092 0.011
52287.091138 u 19.490 0.030
52287.091971 z 18.098 0.024
52287.092804 g 18.279 0.008
52552.408173 r 17.930 0.007
52552.409006 i 17.898 0.008
#52552.409840 u -99.000 0.028
52552.410673 z 17.916 0.023
52552.411506 g 18.062 0.006
52557.382532 r 17.765 0.006
52557.383365 i 17.801 0.008
52557.384199 u 19.031 0.023
52557.385032 z 17.834 0.021
52557.385865 g 17.796 0.006
52908.357099 r 18.286 0.008
52908.357932 i 18.183 0.009
52908.358766 u 19.757 0.038
52908.359599 z 18.153 0.025
52908.360432 g 18.538 0.008
