51075.368737 r 15.448 0.004
51075.369570 i 15.478 0.004
51075.370404 u 16.726 0.006
51075.371237 z 15.508 0.006
51075.372070 g 15.457 0.003
52170.389401 r 15.268 0.004
52170.390234 i 15.346 0.004
52170.391068 u 16.506 0.006
52170.391901 z 15.402 0.006
52170.392734 g 15.181 0.003
52196.387961 r 15.551 0.003
52196.388794 i 15.569 0.004
52196.389628 u 16.815 0.007
52196.390461 z 15.602 0.006
52196.391294 g 15.580 0.003
52207.354725 r 15.384 0.005
52207.355558 i 15.427 0.005
52207.356392 u 16.665 0.007
52207.357225 z 15.478 0.006
52207.358058 g 15.370 0.004
52224.282892 r 15.268 0.005
52224.283725 i 15.339 0.005
52224.284559 u 16.500 0.007
52224.285392 z 15.405 0.006
52224.286225 g 15.210 0.004
52231.268320 r 15.257 0.004
52231.269153 i 15.330 0.005
52231.269987 u 16.451 0.006
52231.270820 z 15.389 0.006
52231.271653 g 15.178 0.003
52234.239408 r 15.242 0.005
52234.240241 i 15.330 0.005
52234.241075 u 16.453 0.006
52234.241908 z 15.387 0.006
52234.242741 g 15.174 0.004
52261.202764 r 15.272 0.004
52261.203597 i 15.349 0.004
52261.204431 u 16.492 0.006
52261.205264 z 15.406 0.005
52261.206097 g 15.204 0.003
52282.129392 r 15.471 0.003
52282.130225 i 15.508 0.004
52282.131059 u 16.702 0.007
52282.131892 z 15.531 0.006
52282.132725 g 15.463 0.003
52287.083255 r 15.295 0.003
52287.084088 i 15.363 0.004
52287.084922 u 16.521 0.006
52287.085755 z 15.415 0.005
52287.086588 g 15.236 0.003
52552.401958 r 15.421 0.004
52552.402791 i 15.452 0.004
52552.403625 u 16.656 0.007
52552.404458 z 15.507 0.006
52552.405291 g 15.376 0.003
52557.376318 r 15.383 0.004
52557.377151 i 15.434 0.005
52557.377985 u 16.645 0.007
52557.378818 z 15.486 0.006
52557.379651 g 15.365 0.003
52908.350883 r 15.412 0.004
52908.351716 i 15.458 0.004
52908.352550 u 16.620 0.007
52908.353383 z 15.504 0.006
52908.354216 g 15.336 0.003
52912.330321 r 15.570 0.004
52912.331154 i 15.565 0.004
52912.331988 u 16.830 0.007
