52172.291123 r 18.254 0.008
52172.291956 i 18.101 0.009
52172.292790 u 19.956 0.042
52172.293623 z 17.986 0.022
52172.294456 g 18.620 0.009
52172.341283 r 18.311 0.008
52172.342116 i 18.179 0.010
52172.342950 u 19.921 0.046
52172.343783 z 18.109 0.027
52172.344616 g 18.721 0.009
52558.240814 r 17.942 0.007
52558.241647 i 17.856 0.008
52558.242481 u 19.484 0.031
52558.243314 z 17.783 0.019
52558.244147 g 18.179 0.007
52577.128308 r 18.320 0.008
52577.129141 i 18.170 0.010
52577.129975 u 19.986 0.044
52577.130808 z 18.063 0.030
52577.131641 g 18.668 0.009
52586.131786 r 18.157 0.007
52586.132619 i 17.995 0.009
52586.133453 u 19.854 0.041
52586.134286 z 17.901 0.024
52586.135119 g 18.541 0.008
52931.142469 r 18.136 0.007
52931.143302 i 17.991 0.008
52931.144136 u 19.807 0.033
52931.144969 z 17.889 0.018
52931.145802 g 18.496 0.008
52935.139432 r 18.293 0.008
52935.140265 i 18.126 0.009
52935.141099 u 19.843 0.038
52935.141932 z 18.084 0.023
52935.142765 g 18.597 0.008
53270.194737 r 18.237 0.012
#53270.195570 i 99.992 99.999
#53270.196404 u -99.000 0.040
#53270.197237 z 99.986 99.999
53270.198070 g 18.568 0.020
53313.132634 r 18.144 0.007
53313.133467 i 18.002 0.009
53313.134301 u 19.794 0.041
53313.135134 z 17.919 0.023
53313.135967 g 18.487 0.008
53622.241878 r 17.905 0.007
53622.242711 i 17.826 0.009
53622.243545 u 19.398 0.041
53622.244378 z 17.825 0.027
53622.245211 g 18.110 0.008
53625.237843 r 17.979 0.008
53625.238676 i 17.895 0.008
53625.239510 u 19.472 0.031
53625.240343 z 17.849 0.018
53625.241176 g 18.195 0.007
53634.191348 r 18.191 0.013
53634.192181 i 18.045 0.015
53634.193015 u 19.726 0.109
53634.193848 z 17.833 0.035
#53634.194681 g -99.000 0.021
53636.196880 r 18.287 0.008
53636.197713 i 18.134 0.009
53636.198547 u 19.935 0.051
53636.199380 z 18.044 0.022
53636.200213 g 18.650 0.010
53655.168886 r 18.227 0.010
53655.169719 i 18.054 0.011
53655.170553 u 19.892 0.083
53655.171386 z 17.994 0.029
53655.172219 g 18.621 0.014
53664.193844 r 18.008 0.009
53664.194677 i 17.903 0.010
53664.195511 u 19.591 0.073
53664.196344 z 17.799 0.026
53664.197177 g 18.240 0.012
53665.157495 r 18.190 0.040
53665.158328 i 18.057 0.080
#53665.159162 u -99.000 0.196
#53665.159995 z -99.000 0.168
#53665.160828 g -99.000 0.100
53666.157445 r 18.142 0.008
53666.158278 i 17.978 0.009
53666.159112 u 19.792 0.036
53666.159945 z 17.872 0.020
53666.160778 g 18.478 0.008
53669.153084 r 18.033 0.007
53669.153917 i 17.916 0.008
53669.154751 u 19.629 0.033
53669.155584 z 17.863 0.019
53669.156417 g 18.329 0.007
53671.237875 r 18.247 0.010
53671.238708 i 18.114 0.012
53671.239542 u 19.810 0.076
#53671.240375 z -99.000 0.038
#53671.241208 g -99.000 0.011
53674.137320 r 18.095 0.007
53674.138153 i 17.941 0.008
53674.138987 u 19.724 0.035
53674.139820 z 17.881 0.019
53674.140653 g 18.441 0.008
53676.226816 r 18.286 0.009
53676.227649 i 18.097 0.009
53676.228483 u 19.950 0.043
53676.229316 z 18.027 0.020
53676.230149 g 18.620 0.009
53679.198699 r 18.239 0.008
53679.199532 i 18.057 0.009
53679.200366 u 20.039 0.068
53679.201199 z 18.008 0.027
53679.202032 g 18.609 0.010
53681.190211 r 18.309 0.008
53681.191044 i 18.163 0.009
53681.191878 u 19.977 0.047
53681.192711 z 18.066 0.022
53681.193544 g 18.663 0.009
53685.149256 r 18.018 0.010
53685.150089 i 17.903 0.010
53685.150923 u 19.524 0.070
53685.151756 z 17.839 0.022
53685.152589 g 18.278 0.013
53687.187603 r 18.221 0.011
53687.188436 i 18.066 0.010
53687.189270 u 19.842 0.119
53687.190103 z 17.937 0.023
53687.190936 g 18.583 0.016
53694.163144 r 18.329 0.016
53694.163977 i 18.154 0.016
53694.164811 u 19.966 0.146
53694.165644 z 18.146 0.055
53694.166477 g 18.695 0.024
#53697.147234 r -99.000 0.083
#53697.148067 i -99.000 0.076
53697.148901 u 20.192 0.503
