51081.358382 r 17.969 0.007
51081.359215 i 17.845 0.007
51081.360049 u 19.406 0.030
51081.360882 z 17.809 0.022
51081.361715 g 18.251 0.007
51819.429492 r 17.927 0.007
51819.430325 i 17.860 0.008
51819.431159 u 19.439 0.037
51819.431992 z 17.835 0.026
51819.432825 g 18.209 0.007
52225.254160 r 18.051 0.007
52225.254993 i 17.940 0.008
52225.255827 u 19.511 0.033
52225.256660 z 17.877 0.023
52225.257493 g 18.348 0.007
52288.088581 r 17.653 0.007
52288.089414 i 17.630 0.009
52288.090248 u 19.006 0.024
52288.091081 z 17.654 0.019
52288.091914 g 17.760 0.007
52551.361873 r 17.663 0.006
52551.362706 i 17.648 0.007
52551.363540 u 19.014 0.026
52551.364373 z 17.631 0.019
52551.365206 g 17.760 0.005
52558.394748 r 18.188 0.008
52558.395581 i 18.079 0.009
52558.396415 u 19.626 0.033
52558.397248 z 18.058 0.022
52558.398081 g 18.470 0.007
52576.227798 r 18.051 0.007
52576.228631 i 17.910 0.008
52576.229465 u 19.557 0.033
52576.230298 z 17.858 0.022
52576.231131 g 18.326 0.007
52577.282254 r 17.817 0.006
52577.283087 i 17.733 0.007
52577.283921 u 19.281 0.028
52577.284754 z 17.707 0.019
52577.285587 g 18.010 0.006
52585.229331 r 18.009 0.007
52585.230164 i 17.904 0.009
52585.230998 u 19.504 0.032
52585.231831 z 17.794 0.026
52585.232664 g 18.293 0.007
52910.366210 r 17.964 0.007
52910.367043 i 17.842 0.007
52910.367877 u 19.484 0.035
52910.368710 z 17.825 0.022
52910.369543 g 18.227 0.007
52935.293379 r 18.113 0.008
52935.294212 i 18.034 0.009
52935.295046 u 19.471 0.034
52935.295879 z 17.986 0.027
52935.296712 g 18.317 0.007
52963.216454 r 17.887 0.007
52963.217287 i 17.795 0.008
52963.218121 u 19.325 0.027
52963.218954 z 17.753 0.018
52963.219787 g 18.145 0.006
52971.207370 r 18.077 0.007
52971.208203 i 17.970 0.008
52971.209037 u 19.600 0.038
52971.209870 z 17.923 0.022
52971.210703 g 18.373 0.007
53351.138759 r 18.092 0.007
53351.139592 i 18.000 0.008
53351.140426 u 19.585 0.035
53351.141259 z 17.990 0.025
53351.142092 g 18.379 0.007
53622.395813 r 17.583 0.006
53622.396646 i 17.594 0.007
53622.397480 u 18.909 0.027
53622.398313 z 17.614 0.020
53622.399146 g 17.634 0.005
53634.345285 r 17.748 0.010
#53634.346118 i -99.000 0.011
53634.346952 u 18.979 0.061
53634.347785 z 17.767 0.025
53634.348618 g 17.841 0.010
53638.386620 r 18.034 0.007
53638.387453 i 17.935 0.008
53638.388287 u 19.555 0.039
53638.389120 z 17.883 0.023
53638.389953 g 18.350 0.008
53640.350656 r 17.791 0.007
53640.351489 i 17.743 0.007
53640.352323 u 18.993 0.028
53640.353156 z 17.752 0.021
53640.353989 g 17.896 0.006
#53646.412065 r -99.000 0.008
53646.412898 i 17.529 0.010
53646.413732 u 18.754 0.030
53646.414565 z 17.573 0.023
53646.415398 g 17.520 0.006
53655.322828 r 18.195 0.008
53655.323661 i 18.089 0.009
53655.324495 u 19.670 0.043
53655.325328 z 18.156 0.031
53655.326161 g 18.473 0.007
53664.347784 r 18.217 0.017
53664.348617 i 18.091 0.016
53664.349451 u 19.681 0.100
53664.350284 z 18.069 0.043
53664.351117 g 18.488 0.018
53665.412421 r 18.045 0.008
53665.413254 i 17.933 0.009
#53665.414088 u -99.000 0.063
53665.414921 z 17.894 0.026
#53665.415754 g -99.000 0.011
53669.307029 r 17.635 0.006
53669.307862 i 17.617 0.007
53669.308696 u 18.958 0.024
53669.309529 z 17.639 0.018
53669.310362 g 17.717 0.006
