     ROW    time                 energy
     1 373675503.3793459535      3350.4711914062
     2 373675503.3793459535       993.9970703125
     3 373675503.3793459535      1583.0679931641
     4 373675506.4203760624      1159.9146728516
     5 373675506.4203760624      1900.2651367188
     6 373675506.4203760624      1846.4393310547
     7 373675506.4203760624      3927.6286621094
     8 373675506.4203760624      2448.5771484375
     9 373675506.4203760624      1491.9368896484
    10 373675506.4203760624      2937.9614257812
    11 373675506.4203760624      5205.7270507812
    12 373675506.4203760624      1302.9345703125
    13 373675506.4203760624      3411.5888671875
    14 373675509.4613862634      1798.1723632812
    15 373675509.4613862634        967.621093750
    16 373675509.4613862634      3072.3354492188
    17 373675509.4613862634      2251.5678710938
    18 373675509.4613862634      1842.8870849609
    19 373675509.4613862634      1210.4443359375
    20 373675512.5024063587      1576.1594238281
    21 373675512.5024063587      3160.6459960938
    22 373675512.5024063587      1630.7457275391
    23 373675512.5024063587      2714.3957519531
    24 373675512.5024063587      4973.2705078125
    25 373675512.5024063587      3221.1257324219
    26 373675515.5434165597      2475.0991210938
    27 373675515.5434165597      1315.5999755859
    28 373675515.5434165597      1802.1745605469
    29 373675515.5434165597      1817.7366943359
    30 373675515.5434165597      1470.9340820312
    31 373675515.5434165597       887.5930175781
    32 373675518.5844367146      2614.6831054688
    33 373675518.5844367146      1656.5977783203
    34 373675518.5844367146      3491.8837890625
    35 373675518.5844367146      1022.3296508789
    36 373675521.6254469156      1774.8894042969
    37 373675521.6254469156      1439.5184326172
    38 373675521.6254469156      2839.2324218750
    39 373675524.6664670110      2513.0444335938
    40 373675524.6664670110      2034.3747558594
    41 373675524.6664670110      1538.7871093750
    42 373675524.6664670110      6606.2236328125
    43 373675524.6664670110      1830.0590820312
    44 373675527.7074772120      1307.7033691406
    45 373675527.7074772120      1820.3850097656
    46 373675527.7074772120      1356.0461425781
    47 373675527.7074772120      1534.6149902344
    48 373675527.7074772120      1650.3663330078
    49 373675527.7074772120      3433.4484863281
    50 373675530.7484973073      4225.9448242188
    51 373675530.7484973073      1326.1734619141
    52 373675530.7484973073      3854.1721191406
    53 373675530.7484973073      1663.5253906250
    54 373675533.7895075083      3282.0097656250
    55 373675533.7895075083      1760.9775390625
    56 373675533.7895075083      1374.0931396484
    57 373675533.7895075083      1087.5639648438
    58 373675536.8305276036       970.0252075195
    59 373675536.8305276036      1487.8477783203
    60 373675536.8305276036      2027.9345703125
    61 373675536.8305276036      1942.3527832031
    62 373675539.8715378046      1131.4468994141
    63 373675539.8715378046      2174.2556152344
    64 373675539.8715378046      1008.2781982422
    65 373675539.8715378046      4062.3950195312
    66 373675539.8715378046       998.4680786133
    67 373675539.8715378046      1765.9356689453
    68 373675542.9125579596      1301.5979003906
    69 373675545.9535681605      1071.5035400391
    70 373675545.9535681605      1550.9030761719
    71 373675545.9535681605      1305.1027832031
    72 373675545.9535681605       876.8548583984
    73 373675545.9535681605      1839.7928466797
    74 373675548.9945882559      3832.9409179688
    75 373675548.9945882559      2746.5598144531
    76 373675548.9945882559      2603.3505859375
    77 373675548.9945882559      1966.0487060547
    78 373675548.9945882559      1213.6600341797
    79 373675548.9945882559      1618.3935546875
    80 373675548.9945882559      1680.8952636719
    81 373675548.9945882559      1183.0135498047
    82 373675548.9945882559      1618.5538330078
    83 373675552.0355984569      1060.5384521484
    84 373675552.0355984569      1812.3250732422
    85 373675552.0355984569      3058.9003906250
    86 373675552.0355984569      2406.1870117188
    87 373675552.0355984569           1401.56250
    88 373675552.0355984569      1278.2506103516
    89 373675552.0355984569      1393.8520507812
    90 373675552.0355984569       905.4753417969
    91 373675555.0766185522      1762.2266845703
    92 373675555.0766185522      1454.1833496094
    93 373675555.0766185522      1431.4682617188
    94 373675558.1176287532      1274.0897216797
    95 373675558.1176287532      1083.8878173828
    96 373675558.1176287532       2149.660156250
    97 373675558.1176287532      1920.1337890625
    98 373675561.1586488485      3219.3239746094
    99 373675561.1586488485      1596.1828613281
   100 373675564.1996590495      1332.4085693359
   101 373675564.1996590495      4807.1967773438
   102 373675564.1996590495      1347.0479736328
   103 373675564.1996590495       880.5900878906
   104 373675564.1996590495      1035.3725585938
   105 373675567.2406791449      1716.2117919922
   106 373675567.2406791449      1583.2462158203
   107 373675567.2406791449        2929.14843750
   108 373675567.2406791449      4762.9516601562
   109 373675567.2406791449      1427.1737060547
   110 373675567.2406791449      3041.7932128906
   111 373675570.2817092538      1423.5394287109
   112 373675570.2817092538      3596.0727539062
   113 373675570.2817092538      1178.9216308594
   114 373675570.2817092538      1379.8648681641
   115 373675570.2817092538      2377.9243164062
   116 373675573.3227095008      2828.0727539062
   117 373675573.3227095008      6297.8637695312
   118 373675573.3227095008      1678.1333007812
   119 373675573.3227095008      1357.8885498047
   120 373675573.3227095008      2728.4711914062
   121 373675573.3227095008      1106.7498779297
   122 373675576.3637395501      1987.5640869141
   123 373675576.3637395501      2680.1098632812
   124 373675576.3637395501      1803.9356689453
   125 373675576.3637395501      1456.1549072266
   126 373675576.3637395501      1912.3826904297
   127 373675576.3637395501      1167.7429199219
   128 373675576.3637395501        4957.14843750
